FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
1,7.23,7.23,2,7.32,7.32,3,7.44,7.44,4,7.82,7.82
1,9.24,16.47,2,9.24,16.56,3,9.23,16.67,4,9.42,17.24
1,8.65,25.12,2,8.65,25.21,3,8.69,25.36,4,8.86,26.10
1,8.80,33.92,2,8.80,34.01,3,8.92,34.28,4,8.99,35.09
1,8.93,42.841,2,8.86,42.869,3,9.14,43.411,4,9.18,44.268
