Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,Cole William Isaac KRUEGER POSITION,Cole William Isaac KRUEGER LAP TIME,Cole William Isaac KRUEGER ELAPSED TIME
1,6.86,6.86,2,7.03,7.03,3,7.11,7.11,4,7.37,7.37
1,8.99,15.85,3,9.09,16.12,2,8.92,16.03,4,9.00,16.37
1,8.52,24.37,3,8.58,24.70,2,8.52,24.55,4,8.59,24.96
1,8.59,32.96,3,8.70,33.40,2,8.52,33.07,4,8.81,33.77
1,8.71,41.67,3,9.06,42.46,2,8.65,41.72,4,9.27,43.04
