Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,7.11,7.11,3,7.53,7.53,2,7.28,7.28,4,7.75,7.75,5,7.92,7.92
1,9.24,16.35,3,9.33,16.86,2,9.17,16.45,5,9.55,17.30,4,9.34,17.26
1,8.71,25.06,3,8.90,25.76,2,8.69,25.14,5,9.11,26.41,4,8.74,26.00
1,8.88,33.94,4,9.06,34.82,2,8.90,34.04,5,9.13,35.54,3,8.77,34.77
1,9.12,43.061,4,9.47,44.290,2,9.14,43.181,5,9.22,44.763,3,9.08,43.852
