LI Xuan POSITION,LI Xuan LAP TIME,LI Xuan ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,SOMOGYI Barbara POSITION,SOMOGYI Barbara LAP TIME,SOMOGYI Barbara ELAPSED TIME
1,14.64,14.64,2,14.65,14.65,4,14.80,14.80,3,14.79,14.79
1,10.26,24.90,2,10.36,25.01,3,10.31,25.11,4,10.43,25.22
1,9.99,34.89,2,9.98,34.99,3,9.99,35.10,4,9.96,35.18
1,9.80,44.69,2,9.79,44.78,3,9.78,44.88,4,9.78,44.96
1,9.72,54.41,2,9.73,54.51,3,9.72,54.60,4,9.75,54.71
1,9.55,1:03.96,2,9.55,1:04.06,3,9.61,1:04.21,4,9.62,1:04.33
1,9.48,1:13.44,2,9.46,1:13.52,3,9.59,1:13.80,4,9.83,1:14.16
1,9.58,1:23.02,2,9.59,1:23.11,3,9.87,1:23.67,4,10.19,1:24.35
1,9.85,1:32.87,2,9.81,1:32.92,3,10.23,1:33.905,4,10.75,1:35.102
