Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME
1,6.841,6.841,3,7.052,7.052,2,6.966,6.966,4,7.293,7.293
1,9.354,16.195,3,9.441,16.493,2,9.385,16.350,4,9.363,16.655
1,8.883,25.077,3,9.127,25.620,2,8.930,25.280,4,9.145,25.800
2,9.076,34.152,3,9.078,34.697,1,8.663,33.942,4,9.238,35.037
2,9.39,43.537,3,9.42,44.116,1,9.31,43.247,4,9.51,44.542
