van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME
1,7.55,7.55,2,7.66,7.66,3,7.67,7.67,4,7.88,7.88
1,9.91,17.46,3,9.96,17.62,2,9.90,17.57,4,9.87,17.75
1,9.35,26.81,4,9.60,27.22,2,9.53,27.10,3,9.39,27.14
1,9.78,36.59,2,9.53,36.75,4,10.07,37.17,3,9.78,36.92
1,9.99,46.578,2,9.85,46.596,4,9.74,46.906,3,9.80,46.711
