Tatiana ZIMOVA POSITION,Tatiana ZIMOVA LAP TIME,Tatiana ZIMOVA ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME
3,13.693,13.693,2,13.681,13.681,4,13.809,13.809,1,13.681,13.681
4,10.935,24.627,3,10.864,24.545,2,10.688,24.497,1,10.635,24.316
2,10.464,35.090,4,10.642,35.187,3,10.612,35.109,1,10.678,34.994
2,10.606,45.695,3,10.521,45.708,4,10.732,45.841,1,10.540,45.533
2,10.521,56.215,3,10.517,56.224,4,10.463,56.303,1,10.502,56.035
4,10.548,1:06.763,3,10.441,1:06.664,2,10.266,1:06.569,1,10.493,1:06.528
4,10.229,1:16.992,1,9.856,1:16.520,2,10.200,1:16.769,3,10.311,1:16.838
4,10.152,1:27.143,2,9.751,1:26.270,1,9.411,1:26.180,3,10.160,1:26.998
4,10.85,1:37.986,2,10.07,1:36.335,1,10.07,1:36.243,3,10.51,1:37.508
