Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME
2,14.98,14.98,4,15.30,15.30,3,15.12,15.12,1,14.89,14.89
3,12.05,27.03,4,12.02,27.32,2,11.90,27.02,1,12.02,26.91
3,10.27,37.30,4,10.13,37.45,1,10.12,37.14,2,10.31,37.22
3,9.70,47.00,4,9.67,47.12,1,9.75,46.89,2,9.68,46.90
3,9.79,56.79,4,9.73,56.85,1,9.66,56.55,2,9.74,56.64
3,9.63,1:06.42,4,9.69,1:06.54,1,9.66,1:06.21,2,9.58,1:06.22
2,9.24,1:15.66,4,9.49,1:16.03,3,9.55,1:15.76,1,9.24,1:15.46
3,9.32,1:24.98,4,9.55,1:25.58,2,9.09,1:24.85,1,9.17,1:24.63
3,9.38,1:34.357,4,9.75,1:35.327,2,9.38,1:34.225,1,9.31,1:33.936
