Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
5,7.88,7.88,3,7.72,7.72,1,7.16,7.16,2,7.31,7.31,4,7.83,7.83
5,9.86,17.74,3,9.32,17.04,1,9.36,16.52,2,9.32,16.63,4,9.62,17.45
5,9.18,26.92,3,8.77,25.81,1,9.01,25.53,2,9.03,25.66,4,9.09,26.54
5,9.44,36.36,3,9.08,34.89,1,9.20,34.73,2,9.13,34.79,4,9.32,35.86
5,9.78,46.14,3,9.52,44.41,1,9.51,44.24,2,9.54,44.33,4,9.80,45.66
