Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,Petia GEORGIEVA POSITION,Petia GEORGIEVA LAP TIME,Petia GEORGIEVA ELAPSED TIME
3,13.39,13.39,2,13.38,13.38,1,13.27,13.27,4,13.67,13.67,5,13.97,13.97
2,10.50,23.90,1,10.35,23.73,3,10.65,23.92,4,10.57,24.24,5,10.53,24.50
3,9.96,33.86,1,10.09,33.82,2,9.91,33.83,4,9.89,34.14,5,10.36,34.87
2,10.15,44.02,1,10.14,43.97,3,10.25,44.09,4,10.32,44.46,5,10.39,45.26
1,10.14,54.16,3,10.47,54.45,2,10.23,54.32,4,10.09,54.55,5,10.90,56.17
1,10.44,1:04.61,4,10.97,1:05.42,2,10.37,1:04.70,3,10.40,1:04.95,5,11.17,1:07.34
2,10.63,1:15.25,1,9.71,1:15.14,3,10.65,1:15.36,5,24.48,1:29.43,4,11.47,1:18.81
2,10.48,1:25.73,1,10.52,1:25.66,3,10.42,1:25.78,5,28.49,1:57.93,4,11.70,1:30.51
2,10.47,1:36.191,1,10.09,1:35.744,3,10.50,1:36.280,5,16.17,2:14.093,4,12.07,1:42.571
