SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
4,13.18,13.18,3,12.96,12.96,1,12.83,12.83,2,12.93,12.93
4,10.38,23.56,2,10.40,23.36,3,10.59,23.42,1,10.41,23.34
3,9.74,33.30,1,9.71,33.07,4,9.92,33.34,2,9.91,33.25
1,9.74,43.04,2,10.02,43.09,4,9.92,43.26,3,9.91,43.16
1,8.96,52.00,3,9.30,52.39,4,9.43,52.69,2,9.19,52.35
1,9.11,1:01.11,2,8.97,1:01.36,4,8.81,1:01.50,3,9.04,1:01.39
1,9.24,1:10.35,2,9.15,1:10.51,4,9.30,1:10.80,3,9.17,1:10.56
1,9.14,1:19.49,3,9.33,1:19.84,4,9.24,1:20.04,2,9.15,1:19.71
1,9.33,1:28.811,3,9.78,1:29.617,4,9.91,1:29.950,2,9.31,1:29.019
