Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME
2,7.09,7.09,1,6.99,6.99,3,7.19,7.19,4,7.20,7.20
2,9.39,16.48,1,9.39,16.38,3,9.40,16.59,4,9.39,16.59
2,8.89,25.37,1,8.88,25.26,4,9.01,25.60,3,8.82,25.41
2,8.86,34.23,1,8.89,34.15,4,8.82,34.42,3,8.88,34.29
2,8.96,43.183,1,8.95,43.098,4,9.04,43.453,3,9.10,43.383
