WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME
1,6.66,6.66,2,6.77,6.77,3,6.95,6.95,5,7.13,7.13,4,7.06,7.06
1,8.59,15.25,2,8.61,15.38,3,8.65,15.60,5,8.93,16.06,4,8.63,15.69
1,8.20,23.45,2,8.18,23.56,3,8.06,23.66,5,8.52,24.58,4,8.13,23.82
1,8.26,31.71,2,8.25,31.81,3,8.21,31.87,5,8.71,33.29,4,8.18,32.00
1,8.40,40.11,0,8.46,40.27,0,8.43,40.30,5,9.21,42.509,4,8.42,40.42
