Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Serge PLANCHER POSITION,Serge PLANCHER LAP TIME,Serge PLANCHER ELAPSED TIME,Trevor MARSICANO POSITION,Trevor MARSICANO LAP TIME,Trevor MARSICANO ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
0,7.042,7.042,0,7.095,7.095,0,7.476,7.476,0,7.462,7.462
0,9.203,16.245,0,9.305,16.400,0,9.269,16.744,0,9.362,16.824
0,8.935,25.180,0,8.731,25.131,0,8.737,25.481,0,8.810,25.633
0,8.948,34.128,0,8.909,34.041,0,8.876,34.356,0,9.149,34.783
0,,,0,,,0,,,0,,
