START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
2,19.76,19.76,1,19.68,19.68,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
1,14.62,34.38,2,14.75,34.44,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
2,14.00,48.38,1,13.89,48.33,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
1,14.09,1:02.48,2,14.24,1:02.57,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
2,12.55,1:15.04,1,12.30,1:14.88,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
2,9.91,1:24.96,1,9.91,1:24.79,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
2,9.17,1:34.13,1,8.95,1:33.74,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
2,8.67,1:42.80,1,8.99,1:42.73,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
1,9.48,1:52.273,2,22.36,2:05.087,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),m,FinalB,1
