Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Nathaniel HENRY POSITION,Nathaniel HENRY LAP TIME,Nathaniel HENRY ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME
1,6.94,6.94,2,7.28,7.28,3,7.30,7.30,4,7.56,7.56
1,9.20,16.14,2,9.24,16.52,3,9.38,16.68,4,9.49,17.05
1,8.77,24.91,2,8.72,25.24,3,8.65,25.33,4,9.02,26.07
1,8.88,33.79,2,8.72,33.96,3,8.75,34.08,4,9.28,35.35
1,9.03,42.812,3,9.16,43.113,2,8.85,42.930,4,9.56,44.907
