Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
1,6.70,6.70,3,7.08,7.08,2,6.93,6.93,4,7.09,7.09
1,8.80,15.50,3,9.36,16.44,2,9.00,15.93,4,9.43,16.52
1,8.44,23.94,3,8.77,25.21,2,8.71,24.64,4,8.86,25.38
1,8.60,32.54,3,9.12,34.33,4,31.64,56.28,2,8.67,34.05
1,8.90,41.440,3,9.29,43.612,4,32.61,1:28.886,2,9.27,43.320
