David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME
1,13.267,13.267,4,13.496,13.496,3,13.436,13.436,2,13.434,13.434
1,10.272,23.539,2,10.160,23.655,3,10.283,23.718,4,10.304,23.738
1,10.089,33.627,4,10.205,33.860,2,9.975,33.693,3,10.041,33.778
1,10.184,43.811,4,10.043,43.902,2,10.149,43.842,3,10.071,43.849
4,10.331,54.142,3,9.949,53.850,1,9.832,53.673,2,9.959,53.808
4,10.665,1:04.807,1,10.184,1:04.033,3,10.396,1:04.069,2,10.244,1:04.051
4,10.613,1:15.419,3,9.690,1:13.723,1,9.441,1:13.509,2,9.574,1:13.625
4,10.635,1:26.054,2,9.567,1:23.290,1,9.781,1:23.290,3,9.688,1:23.313
4,10.87,1:36.921,1,9.88,1:33.161,3,10.22,1:33.503,2,10.03,1:33.334
