Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
4,14.04,14.04,3,13.89,13.89,1,13.64,13.64,2,13.75,13.75
2,10.81,24.85,4,11.19,25.08,1,11.14,24.78,3,11.21,24.96
2,10.93,35.78,4,10.87,35.95,1,10.89,35.67,3,10.91,35.87
2,11.13,46.91,4,11.16,47.11,1,11.15,46.82,3,11.14,47.01
3,11.17,58.08,4,11.13,58.24,1,11.19,58.01,2,11.06,58.07
3,9.91,1:07.99,4,9.93,1:08.17,2,9.85,1:07.86,1,9.77,1:07.84
3,9.63,1:17.62,4,9.60,1:17.77,2,9.62,1:17.48,1,9.44,1:17.28
3,9.74,1:27.36,4,9.67,1:27.44,2,9.63,1:27.11,1,9.69,1:26.97
3,10.06,1:37.415,4,10.05,1:37.488,2,10.03,1:37.136,1,10.03,1:36.994
