Valerie LAMBERT POSITION,Valerie LAMBERT LAP TIME,Valerie LAMBERT ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME
1,13.17,13.17,4,13.45,13.45,2,13.26,13.26,3,13.37,13.37
1,10.48,23.65,4,10.54,23.99,2,10.48,23.74,3,10.47,23.84
1,10.18,33.83,4,10.18,34.17,2,10.18,33.92,3,10.18,34.02
1,9.84,43.67,4,9.81,43.98,3,9.92,43.84,2,9.75,43.77
1,9.84,53.51,4,9.86,53.84,3,9.82,53.66,2,9.81,53.58
1,9.89,1:03.40,4,9.88,1:03.72,3,9.95,1:03.61,2,9.93,1:03.51
1,9.99,1:13.39,4,10.01,1:13.73,3,9.98,1:13.59,2,9.98,1:13.49
1,10.20,1:23.59,4,10.07,1:23.80,2,10.08,1:23.67,3,10.23,1:23.72
2,10.39,1:33.973,4,10.45,1:34.241,1,9.78,1:33.447,3,10.34,1:34.055
