Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,13.21,13.21,3,13.43,13.43,4,13.63,13.63,2,13.31,13.31
1,10.17,23.38,3,10.16,23.59,4,10.10,23.73,2,10.19,23.50
1,10.25,33.63,3,10.23,33.82,4,10.21,33.94,2,10.23,33.73
1,10.42,44.05,3,10.43,44.25,4,10.38,44.32,2,10.43,44.16
1,9.74,53.79,4,33.18,1:17.43,2,9.84,54.16,3,21.19,1:05.35
1,9.95,1:03.74,4,40.80,1:58.23,2,9.84,1:04.00,3,21.13,1:26.48
1,10.40,1:14.14,4,21.71,2:19.94,2,10.17,1:14.17,3,12.37,1:38.85
2,10.45,1:24.59,4,20.57,2:40.51,1,10.15,1:24.32,3,11.21,1:50.06
2,10.64,1:35.222,0,,DQ,1,10.52,1:34.840,3,11.26,2:01.315
