Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME
1,6.745,6.745,2,6.876,6.876,3,7.086,7.086,4,7.260,7.260
1,9.292,16.037,2,9.253,16.128,3,9.238,16.324,4,9.292,16.552
2,9.064,25.100,1,8.902,25.030,3,9.094,25.417,4,9.160,25.712
1,9.210,34.310,2,9.281,34.311,3,9.366,34.782,4,9.213,34.925
2,9.54,43.843,1,9.44,43.743,3,9.66,44.434,4,19.28,54.203
