CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
4,13.47,13.47,2,13.06,13.06,1,12.94,12.94,3,13.20,13.20
4,10.04,23.51,3,10.13,23.19,1,10.16,23.10,2,9.96,23.16
4,9.52,33.03,1,9.55,32.74,3,9.70,32.80,2,9.62,32.78
4,9.68,42.71,2,9.71,42.45,1,9.56,42.36,3,9.79,42.57
4,9.78,52.49,2,9.73,52.18,1,9.76,52.12,3,9.80,52.37
4,9.69,1:02.18,2,9.76,1:01.94,1,9.74,1:01.86,3,9.70,1:02.07
4,9.61,1:11.79,2,9.66,1:11.60,1,9.67,1:11.53,3,9.68,1:11.75
3,9.45,1:21.24,2,9.60,1:21.20,1,9.60,1:21.13,4,9.50,1:21.25
1,9.37,1:30.606,3,10.47,1:31.668,2,9.68,1:30.801,0,,PEN
