LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME
1,6.82,6.82,2,6.94,6.94,4,7.10,7.10,5,7.31,7.31,3,6.99,6.99
1,8.74,15.56,2,8.73,15.67,4,8.79,15.89,5,8.73,16.04,3,8.78,15.77
1,8.25,23.81,2,8.23,23.90,4,8.12,24.01,5,8.17,24.21,3,8.23,24.00
1,8.27,32.08,2,8.31,32.21,3,8.47,32.48,4,8.33,32.54,5,8.56,32.56
1,8.50,40.58,2,8.54,40.75,3,8.31,40.79,5,8.71,41.252,4,8.49,41.052
