Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,12.58,12.58,4,12.80,12.80,3,12.66,12.66,5,12.96,12.96,2,12.61,12.61,6,13.08,13.08
3,9.57,22.15,3,9.35,22.15,2,9.35,22.01,5,9.39,22.35,1,9.33,21.94,6,9.36,22.44
4,9.50,31.65,1,9.13,31.28,3,9.47,31.48,5,9.42,31.77,2,9.41,31.35,6,9.37,31.81
5,9.32,40.97,1,9.37,40.65,3,9.28,40.76,4,9.12,40.89,2,9.31,40.66,6,9.26,41.07
5,8.98,49.95,3,9.10,49.75,2,8.86,49.62,4,8.97,49.86,1,8.81,49.47,6,9.00,50.07
5,8.96,58.91,3,8.96,58.71,2,8.98,58.60,4,8.95,58.81,1,9.02,58.49,6,8.95,59.02
5,9.03,1:07.94,3,9.02,1:07.73,2,8.99,1:07.59,4,9.04,1:07.85,1,9.00,1:07.49,6,9.03,1:08.05
5,9.11,1:17.05,3,8.99,1:16.72,2,8.95,1:16.54,4,8.95,1:16.80,1,8.93,1:16.42,6,9.05,1:17.10
5,9.21,1:26.268,3,8.99,1:25.71,2,9.10,1:25.64,4,9.13,1:25.932,1,9.14,1:25.56,6,9.70,1:26.809
