Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME
3,6.957,6.957,5,7.282,7.282,1,6.657,6.657,4,7.259,7.259,2,6.870,6.870
3,9.441,16.397,5,9.381,16.663,2,9.498,16.155,4,9.377,16.635,1,9.250,16.120
3,8.923,25.320,4,8.969,25.631,1,8.976,25.131,5,9.097,25.732,2,9.088,25.207
3,9.167,34.486,4,9.067,34.698,1,8.940,34.070,5,9.131,34.862,2,9.046,34.252
3,9.28,43.766,4,9.26,43.951,1,9.55,43.619,5,9.43,44.286,2,9.44,43.686
