Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
2,6.92,6.92,1,6.81,6.81,3,7.11,7.11,4,7.28,7.28
2,9.06,15.98,1,9.03,15.84,4,9.17,16.28,3,8.97,16.25
2,8.68,24.66,1,8.71,24.55,4,8.93,25.21,3,8.59,24.84
2,8.83,33.49,1,8.86,33.41,4,9.20,34.41,3,8.82,33.66
2,9.13,42.613,1,9.16,42.568,4,9.54,43.942,3,9.10,42.757
