Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Ariff Rasydan MOHAMAD FADZLI POSITION,Ariff Rasydan MOHAMAD FADZLI LAP TIME,Ariff Rasydan MOHAMAD FADZLI ELAPSED TIME,Mark CHONG POSITION,Mark CHONG LAP TIME,Mark CHONG ELAPSED TIME,Tamas ANTAL POSITION,Tamas ANTAL LAP TIME,Tamas ANTAL ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
1,6.99,6.99,2,7.35,7.35,3,7.36,7.36,4,7.61,7.61,5,7.82,7.82
1,9.39,16.38,4,9.99,17.34,2,9.36,16.72,3,9.63,17.24,5,9.54,17.36
1,8.85,25.23,5,9.65,26.99,2,8.91,25.63,3,9.10,26.34,4,9.08,26.44
1,8.93,34.16,5,9.71,36.70,2,8.98,34.61,4,9.30,35.64,3,9.07,35.51
1,9.16,43.300,5,10.12,46.809,2,9.20,43.794,4,9.40,45.024,3,9.31,44.808
