SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,JUNG Yanghun Ben POSITION,JUNG Yanghun Ben LAP TIME,JUNG Yanghun Ben ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME
1,6.92,6.92,2,7.04,7.04,3,7.19,7.19,4,7.30,7.30,5,7.46,7.46
1,8.76,15.68,2,8.85,15.89,3,8.77,15.96,5,9.15,16.45,4,8.83,16.29
1,8.35,24.03,2,8.34,24.23,3,8.36,24.32,5,9.31,25.76,4,8.48,24.77
1,8.48,32.51,2,8.39,32.62,3,8.40,32.72,5,11.28,37.04,4,8.63,33.40
3,9.30,41.819,1,8.79,41.41,2,8.71,41.435,5,14.15,51.197,4,8.97,42.370
