Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,6.89,6.89,3,7.16,7.16,2,7.07,7.07,4,7.25,7.25
1,9.19,16.08,3,9.21,16.37,2,9.11,16.18,4,9.24,16.49
1,8.92,25.00,3,8.84,25.21,2,8.83,25.01,4,8.75,25.24
1,9.01,34.01,3,9.32,34.53,2,9.32,34.33,4,9.49,34.73
1,9.19,43.200,3,9.28,43.802,2,9.06,43.389,4,9.10,43.822
