ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
2,13.46,13.46,4,13.72,13.72,3,13.56,13.56,1,13.35,13.35
2,10.11,23.57,4,10.08,23.80,3,10.12,23.68,1,10.10,23.45
2,9.90,33.47,4,9.91,33.71,3,9.88,33.56,1,9.90,33.35
2,9.95,43.42,4,9.93,43.64,3,9.95,43.51,1,9.96,43.31
2,10.00,53.42,4,10.03,53.67,3,10.03,53.54,1,10.04,53.35
2,9.78,1:03.20,4,10.03,1:03.70,3,9.79,1:03.33,1,9.76,1:03.11
3,9.90,1:13.10,4,10.45,1:14.15,2,9.60,1:12.93,1,9.69,1:12.80
2,9.69,1:22.79,4,11.00,1:25.15,3,9.90,1:22.83,1,9.93,1:22.73
1,9.92,1:32.706,4,11.47,1:36.616,3,10.10,1:32.924,2,10.07,1:32.800
