Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
1,12.98,12.98,3,13.14,13.14,2,13.06,13.06,4,13.26,13.26
2,10.13,23.11,3,10.03,23.17,1,9.95,23.01,4,10.07,23.33
1,9.75,32.86,3,9.82,32.99,2,9.91,32.92,4,9.75,33.08
1,9.77,42.63,3,9.81,42.80,2,9.81,42.73,4,9.83,42.91
1,9.50,52.13,3,9.50,52.30,2,9.47,52.20,4,9.49,52.40
1,9.35,1:01.48,3,9.40,1:01.70,4,9.69,1:01.89,2,9.28,1:01.68
1,9.33,1:10.81,3,9.28,1:10.98,4,9.29,1:11.18,2,9.21,1:10.89
1,9.33,1:20.14,3,9.34,1:20.32,4,9.29,1:20.47,2,9.35,1:20.24
1,9.45,1:29.585,0,,PEN,3,9.32,1:29.781,2,9.41,1:29.643
