WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,WOLFGANG Matthias POSITION,WOLFGANG Matthias LAP TIME,WOLFGANG Matthias ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,12.49,12.49,2,12.57,12.57,4,12.81,12.81,3,12.68,
1,9.47,21.96,2,9.47,22.04,4,9.45,22.26,2,9.36,
2,8.96,30.92,3,8.94,30.98,4,9.02,31.28,1,8.81,
3,8.87,39.79,1,8.63,39.61,4,9.33,40.61,2,8.86,
3,8.79,48.58,1,8.89,48.50,4,9.64,50.25,2,8.86,
2,9.31,57.89,1,8.83,57.33,4,9.99,1:00.24,3,9.36,
2,9.33,1:07.22,1,8.99,1:06.32,4,10.22,1:10.46,3,9.34,
3,9.51,1:16.73,1,9.19,1:15.51,4,10.55,1:21.01,2,9.24,
2,9.70,1:26.413,1,9.68,1:25.173,3,10.64,1:31.641,2,9.54,
