Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,KIM Hanwool POSITION,KIM Hanwool LAP TIME,KIM Hanwool ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME
1,12.93,12.93,4,13.26,13.26,5,13.38,13.38,2,13.03,13.03,3,13.11,13.11
2,9.95,22.88,4,9.91,23.17,5,9.91,23.29,1,9.73,22.76,3,9.91,23.02
1,9.21,32.09,4,9.22,32.39,5,9.19,32.48,2,9.42,32.18,3,9.25,32.27
1,9.35,41.44,4,9.39,41.78,5,9.40,41.88,2,9.35,41.53,3,9.37,41.64
1,9.11,50.55,4,9.13,50.91,5,9.12,51.00,2,9.16,50.69,3,9.13,50.77
1,9.11,59.66,4,9.07,59.98,5,9.12,1:00.12,2,9.10,59.79,3,9.09,59.86
1,9.09,1:08.75,4,9.02,1:09.00,5,9.07,1:09.19,1,8.96,1:08.75,3,9.02,1:08.88
1,8.76,1:17.51,4,8.88,1:17.88,5,9.03,1:18.22,2,8.94,1:17.69,3,8.96,1:17.84
1,8.99,1:26.50,2,8.73,1:26.61,5,9.22,1:27.449,3,8.93,1:26.623,4,9.04,1:26.880
