DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Shuta MATSUZU POSITION,Shuta MATSUZU LAP TIME,Shuta MATSUZU ELAPSED TIME,JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
1,6.71,6.71,4,7.41,7.41,2,6.93,6.93,3,7.09,7.09
1,8.66,15.37,4,8.99,16.40,2,8.64,15.57,3,8.65,15.74
1,8.25,23.62,3,8.51,24.91,2,8.21,23.78,4,9.80,25.54
1,8.44,32.06,3,8.59,33.50,2,8.35,32.13,4,9.29,34.83
1,8.63,40.69,3,8.84,42.34,2,8.77,40.90,4,10.21,45.04
