Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Matthew MAK POSITION,Matthew MAK LAP TIME,Matthew MAK ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME
1,6.91,6.91,3,7.18,7.18,5,8.10,8.10,2,7.06,7.06,4,7.32,7.32
1,8.93,15.84,3,8.95,16.13,5,10.16,18.26,2,8.87,15.93,4,9.23,16.55
2,8.61,24.45,3,8.42,24.55,5,10.05,28.31,1,8.46,24.39,4,9.04,25.59
2,8.69,33.14,3,8.68,33.23,5,10.23,38.54,1,8.52,32.91,4,9.24,34.83
2,8.90,42.038,3,8.88,42.103,5,10.66,49.199,1,8.70,41.605,4,9.38,44.209
