LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
1,6.900,6.900,3,7.100,7.100,2,6.980,6.980,4,7.240,7.240
1,9.370,16.280,3,9.400,16.510,2,9.350,16.330,4,9.360,16.600
1,8.990,25.270,3,8.980,25.500,2,8.980,25.310,4,8.910,25.520
2,9.210,34.480,3,8.990,34.490,1,9.140,34.460,4,9.110,34.630
1,9.390,43.870,4,18.810,53.310,3,9.800,44.260,2,9.290,43.930
