START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
4,9.82,9.82,2,9.47,,1,9.33,9.33,6,10.14,10.14,5,10.00,10.00,3,9.62,9.62,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,12.85,22.67,2,12.85,,1,12.87,22.20,6,12.79,22.93,5,12.78,22.78,3,12.86,22.48,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,11.91,34.58,2,11.96,,1,11.96,34.16,6,11.87,34.80,5,11.93,34.71,3,11.94,34.42,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,11.58,46.16,2,11.56,,1,11.55,45.71,6,11.62,46.42,5,11.57,46.28,3,11.57,45.99,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
5,11.07,57.23,2,11.16,,1,11.19,56.90,6,10.95,57.37,3,10.78,57.06,4,11.13,57.12,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
5,10.10,1:07.33,3,10.12,,2,10.09,1:06.99,6,10.13,1:07.50,1,9.83,1:06.89,4,10.19,1:07.31,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,10.21,1:17.54,3,10.29,,2,10.31,1:17.30,6,10.26,1:17.76,1,10.29,1:17.18,5,10.37,1:17.68,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,9.93,1:27.47,3,9.85,,1,9.70,1:27.00,6,10.07,1:27.83,2,9.95,1:27.13,5,9.93,1:27.61,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,9.52,1:36.99,3,9.52,,2,9.66,1:36.66,6,9.60,1:37.43,1,9.43,1:36.56,5,9.60,1:37.21,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,9.50,1:46.49,3,9.50,,1,9.35,1:46.01,6,9.46,1:46.89,2,9.62,1:46.18,5,9.61,1:46.82,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,9.47,1:55.96,3,9.40,,1,9.42,1:55.43,6,9.88,1:56.77,2,9.40,1:55.58,5,9.93,1:56.75,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
4,9.55,2:05.51,3,9.40,,1,9.32,2:04.75,5,10.17,2:06.94,2,9.42,2:05.00,6,10.33,2:07.08,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
2,9.92,2:15.43,,,,1,9.32,2:14.07,3,10.60,2:17.54,5,45.15,2:50.15,4,10.52,2:17.60,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
2,10.68,2:26.11,,,,1,9.63,2:23.70,4,11.16,2:28.70,5,27.03,3:17.18,3,11.04,2:28.64,2015-2016,ISU World Short Track Speed Skating Championships® 2016,1500m,m,Heats,9
