LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME
2,12.58,12.58,3,12.59,12.59,4,12.70,12.70,1,12.49,12.49,5,12.76,12.76
5,10.20,22.78,3,9.83,22.42,4,9.87,22.57,1,9.84,22.33,2,9.63,22.39
5,9.42,32.20,3,9.53,31.95,4,9.43,32.00,2,9.46,31.79,1,9.32,31.71
5,9.49,41.69,3,9.58,41.53,4,9.61,41.61,1,9.51,41.30,2,9.70,41.41
5,9.44,51.13,3,9.43,50.96,4,9.43,51.04,1,9.46,50.76,2,9.44,50.85
5,9.21,1:00.34,3,9.15,1:00.11,4,9.21,1:00.25,1,9.20,59.96,2,9.20,1:00.05
5,9.00,1:09.34,2,8.99,1:09.10,4,8.93,1:09.18,1,9.09,1:09.05,3,9.08,1:09.13
3,8.86,1:18.20,1,9.06,1:18.16,2,9.01,1:18.19,5,10.00,1:19.05,4,9.33,1:18.46
3,9.20,1:27.401,1,9.08,1:27.235,2,9.15,1:27.333,5,11.01,1:30.052,4,9.57,1:28.024
