Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME
1,6.78,6.78,2,6.91,6.91,3,6.93,6.93,4,7.12,7.12,5,7.23,7.23
1,8.96,15.74,3,8.95,15.86,2,8.85,15.78,4,8.93,16.05,5,9.01,16.24
1,8.32,24.06,3,8.48,24.34,2,8.43,24.21,4,8.40,24.45,5,8.61,24.85
1,8.59,32.65,2,8.41,32.75,4,8.93,33.14,3,8.59,33.04,5,8.78,33.63
1,8.78,41.433,2,8.64,41.511,3,8.67,41.805,4,8.90,41.977,5,9.24,42.945
