Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
2,6.923,6.923,1,6.899,6.899,4,7.451,7.451,3,7.116,7.116
2,9.461,16.383,1,9.422,16.320,4,9.268,16.718,3,9.371,16.487
3,9.320,25.702,1,9.154,25.474,4,9.010,25.728,2,9.169,25.655
1,9.460,35.162,2,9.739,35.213,4,9.727,35.454,3,9.731,35.386
2,9.70,44.855,3,9.76,44.966,4,9.61,45.059,1,9.39,44.772
