KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,13.60,13.60,4,13.85,13.85,3,13.68,13.68,5,14.00,14.00,2,13.67,13.67
1,10.69,24.29,4,10.74,24.59,3,10.79,24.47,5,10.69,24.69,2,10.72,24.39
1,10.17,34.46,3,10.06,34.65,3,10.18,34.65,5,10.16,34.85,2,10.16,34.55
1,9.62,44.08,4,9.71,44.36,3,9.62,44.27,5,9.62,44.47,2,9.61,44.16
1,9.62,53.70,4,9.69,54.05,3,9.67,53.94,5,9.71,54.18,2,9.63,53.79
1,9.71,1:03.41,4,9.64,1:03.69,3,9.67,1:03.61,5,9.66,1:03.84,2,9.71,1:03.50
1,9.80,1:13.21,4,9.77,1:13.46,3,9.79,1:13.40,5,9.76,1:13.60,2,9.80,1:13.30
1,9.94,1:23.15,4,10.05,1:23.51,3,10.02,1:23.42,5,9.98,1:23.58,2,9.93,1:23.23
1,10.19,1:33.34,4,10.11,1:33.629,3,10.09,1:33.51,5,10.25,1:33.838,2,10.16,1:33.39
