FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME
1,7.20,7.20,2,7.38,7.38,3,7.53,7.53,4,7.80,7.80
1,9.43,16.63,2,9.35,16.73,3,9.48,17.01,4,9.67,17.47
1,9.00,25.63,2,9.02,25.75,3,9.15,26.16,4,9.33,26.80
1,9.11,34.74,2,9.23,34.98,3,9.29,35.45,4,9.61,36.41
1,9.41,44.147,2,9.64,44.616,3,9.55,45.001,4,9.85,46.251
