WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
2,13.56,13.56,3,13.66,13.66,4,13.79,13.79,1,13.46,13.46
2,11.01,24.57,3,11.04,24.70,4,11.03,24.82,1,11.04,24.50
2,11.02,35.59,4,11.03,35.73,3,10.86,35.68,1,10.99,35.49
2,10.18,45.77,3,10.14,45.87,4,10.22,45.90,1,10.26,45.75
1,9.61,55.38,2,9.62,55.49,4,9.67,55.57,3,9.82,55.57
1,10.02,1:05.40,2,9.99,1:05.48,3,10.04,1:05.61,4,10.19,1:05.76
1,10.18,1:15.58,2,10.20,1:15.68,3,10.16,1:15.77,4,10.14,1:15.90
1,10.04,1:25.62,2,10.03,1:25.71,3,10.14,1:25.91,4,10.34,1:26.24
1,9.27,1:34.882,2,9.30,1:35.001,3,9.86,1:35.767,4,10.31,1:36.545
