WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME
1,7.15,7.15,2,7.32,7.32,3,7.43,7.43,4,7.63,7.63
1,9.34,16.49,2,9.51,16.83,3,9.61,17.04,4,9.51,17.14
1,8.88,25.37,2,8.96,25.79,4,9.19,26.23,3,8.88,26.02
1,9.23,34.60,2,9.12,34.91,4,9.63,35.86,3,8.98,35.00
1,9.46,44.054,3,9.31,44.212,4,9.93,45.786,2,9.11,44.102
