FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
1,7.10,7.10,2,7.30,7.30,3,7.55,7.55,4,7.56,7.56,5,7.97,7.97
1,9.29,16.39,2,9.23,16.53,4,9.51,17.06,3,9.31,16.87,5,9.61,17.58
1,8.93,25.32,2,9.00,25.53,4,8.97,26.03,3,8.90,25.77,5,9.15,26.73
1,9.08,34.40,3,9.30,34.83,4,9.10,35.13,2,9.02,34.79,5,9.36,36.09
1,9.48,43.876,3,9.56,44.381,4,9.35,44.473,2,9.53,44.316,5,9.97,46.052
