Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,SUI Xin POSITION,SUI Xin LAP TIME,SUI Xin ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME
1,12.89,12.89,2,13.01,13.01,4,13.24,13.24,3,13.10,13.10
1,10.06,22.95,2,10.04,23.05,4,10.03,23.27,3,10.05,23.15
1,9.46,32.41,2,9.45,32.50,4,9.47,32.74,3,9.42,32.57
1,9.31,41.72,3,9.31,41.81,4,9.25,41.99,2,9.23,41.80
1,9.25,50.97,3,9.35,51.16,4,9.41,51.40,2,9.26,51.06
1,9.31,1:00.28,3,9.37,1:00.53,4,9.35,1:00.75,2,9.33,1:00.39
1,9.32,1:09.60,3,9.32,1:09.85,4,9.46,1:10.21,2,9.32,1:09.71
1,9.28,1:18.88,3,9.37,1:19.22,4,9.75,1:19.96,2,9.28,1:18.99
1,9.39,1:28.27,3,9.72,1:28.94,4,10.22,1:30.18,2,9.47,1:28.46
