Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
2,7.23,7.23,3,7.40,7.40,1,7.11,7.11,4,7.49,7.49
2,8.93,16.16,3,8.86,16.26,1,8.97,16.08,4,9.03,16.52
2,8.58,24.74,3,8.55,24.81,1,8.59,24.67,4,8.51,25.03
2,8.92,33.66,3,8.94,33.75,1,8.91,33.58,4,8.82,33.85
2,8.83,42.488,3,8.79,42.537,1,8.84,42.420,4,8.78,42.630
