Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
3,12.76,12.76,4,28.02,28.02,2,12.76,12.76,1,12.64,12.64
2,9.80,22.57,4,16.89,44.91,3,9.82,22.59,1,9.75,22.40
2,9.51,32.08,4,14.25,59.17,3,9.50,32.09,1,9.64,32.04
2,9.80,41.89,4,14.20,1:13.37,3,9.81,41.91,1,9.69,41.74
3,10.02,51.91,4,13.71,1:27.09,2,9.83,51.75,1,9.98,51.72
2,9.61,1:01.53,4,13.95,1:41.05,3,9.81,1:01.57,1,9.70,1:01.43
2,9.48,1:11.01,4,13.68,1:54.73,1,9.44,1:11.01,3,9.60,1:11.03
2,9.83,1:20.85,4,13.34,2:08.08,1,9.78,1:20.79,3,10.45,1:21.49
1,10.15,1:30.992,4,13.51,2:21.588,2,10.45,1:31.239,3,10.97,1:32.454
