Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
2,12.76,12.76,1,12.74,12.74,3,12.90,12.90,4,13.02,13.02
2,9.94,22.70,1,9.88,22.62,3,9.89,22.79,4,9.91,22.93
2,9.77,32.47,1,9.78,32.40,3,9.77,32.56,4,9.76,32.69
2,9.75,42.22,1,9.74,42.14,3,9.75,42.31,4,9.72,42.41
2,9.49,51.71,1,9.49,51.63,3,9.52,51.83,4,9.49,51.90
4,9.30,1:01.01,1,9.26,1:00.89,2,9.11,1:00.94,3,9.07,1:00.97
2,9.26,1:10.27,1,9.11,1:10.00,4,9.44,1:10.38,3,9.38,1:10.35
2,9.14,1:19.41,1,9.23,1:19.23,3,9.23,1:19.61,4,9.44,1:19.79
2,9.32,1:28.729,1,9.46,1:28.687,3,9.14,1:28.744,4,9.13,1:28.916
