Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,6.95,6.95,3,7.18,7.18,2,7.08,7.08,4,7.21,7.21
1,8.95,15.90,4,9.15,16.33,2,9.03,16.11,3,8.96,16.17
1,8.45,24.35,3,8.65,24.98,4,18.18,34.29,2,8.63,24.80
1,8.71,33.06,3,8.71,33.69,4,35.42,1:09.71,2,8.61,33.41
1,8.96,42.019,3,8.91,42.596,4,13.66,1:23.370,2,8.84,42.247
