WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME
1,13.442,13.442,4,13.848,13.848,2,13.543,13.543,3,13.695,13.695
1,10.200,23.641,3,9.995,23.842,4,10.323,23.866,2,9.985,23.680
1,10.014,33.655,4,10.090,33.931,3,10.059,33.924,2,10.058,33.738
1,9.851,43.506,4,9.928,43.859,3,9.827,43.750,2,9.839,43.577
1,10.073,53.579,4,10.094,53.952,3,10.017,53.767,2,10.025,53.601
1,9.800,1:03.378,3,9.720,1:03.672,4,9.942,1:03.708,2,10.044,1:03.645
1,9.852,1:13.229,4,9.977,1:13.648,3,9.859,1:13.567,2,9.789,1:13.434
1,9.884,1:23.113,4,10.106,1:23.754,3,9.933,1:23.499,2,10.027,1:23.460
1,10.47,1:33.580,4,10.48,1:34.230,3,10.37,1:33.862,2,10.27,1:33.727
