Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,6.82,6.82,2,6.95,6.95,3,7.11,7.11,4,7.26,7.26
1,8.90,15.72,2,8.85,15.80,3,8.86,15.97,4,8.80,16.06
1,8.39,24.11,2,8.43,24.23,3,8.36,24.33,4,8.40,24.46
1,8.53,32.64,2,8.51,32.74,3,8.50,32.83,4,8.45,32.91
1,8.73,41.37,2,8.67,41.41,0,8.71,41.54,0,8.66,41.57
