Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
4,13.98,13.98,1,13.55,13.55,5,14.13,14.13,2,13.66,13.66,3,13.84,13.84
5,10.85,24.83,1,10.69,24.24,3,10.36,24.49,2,10.70,24.36,4,10.79,24.63
5,10.46,35.29,1,10.58,34.82,3,10.59,35.08,2,10.59,34.95,4,10.56,35.19
5,10.42,45.71,2,10.35,45.17,3,10.33,45.41,1,10.19,45.14,4,10.30,45.49
5,10.11,55.82,2,9.88,55.05,3,9.65,55.06,1,9.81,54.95,4,9.72,55.21
5,10.28,1:06.10,4,10.41,1:05.46,3,10.22,1:05.28,1,9.75,1:04.70,2,9.65,1:04.86
5,10.47,1:16.57,4,9.89,1:15.35,3,9.98,1:15.26,1,9.85,1:14.55,2,9.88,1:14.74
5,10.90,1:27.47,3,9.90,1:25.25,4,10.28,1:25.54,1,9.67,1:24.22,2,10.00,1:24.74
4,11.23,1:38.696,3,10.14,1:35.390,0,,PEN,1,10.05,1:34.266,2,10.34,1:35.071
