KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
4,8.99,8.99,1,7.21,7.21,2,7.35,7.35,3,7.62,7.62
4,24.62,33.61,1,9.40,16.61,2,9.33,16.68,3,9.33,16.95
4,13.96,47.57,1,8.84,25.45,2,8.93,25.61,3,8.75,25.70
4,11.70,59.27,1,8.97,34.42,2,8.96,34.57,3,9.05,34.75
4,12.02,1:11.267,1,9.13,43.55,2,9.06,43.63,3,9.01,43.751
