Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Thomas PEARCE POSITION,Thomas PEARCE LAP TIME,Thomas PEARCE ELAPSED TIME
3,7.40,7.40,2,6.98,6.98,1,6.95,6.95,4,8.00,8.00
3,9.35,16.76,2,9.30,16.29,1,9.10,16.06,4,10.01,18.02
3,8.76,25.53,1,9.01,25.31,2,9.43,25.49,4,9.68,27.70
2,8.90,34.43,3,9.16,34.47,1,8.71,34.20,4,9.57,37.28
1,9.35,43.774,3,9.36,43.824,2,9.61,43.805,4,9.87,47.144
