EMONS Friso POSITION,EMONS Friso LAP TIME,EMONS Friso ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,KIM Gun Woo POSITION,KIM Gun Woo LAP TIME,KIM Gun Woo ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME
3,12.24,12.24,2,12.03,12.03,4,12.48,12.48,5,12.57,12.57,1,11.90,11.90
3,8.77,21.01,2,8.92,20.95,4,8.73,21.21,5,8.75,21.32,1,8.95,20.85
3,8.76,29.77,2,8.73,29.68,4,8.70,29.91,5,8.68,30.00,1,8.73,29.58
3,8.70,38.47,1,8.62,38.30,4,8.67,38.58,5,8.68,38.68,1,8.72,38.30
3,8.66,47.13,1,8.65,46.95,5,8.79,47.37,4,8.57,47.25,2,8.77,47.07
3,8.90,56.03,1,8.79,55.74,5,8.87,56.24,4,8.87,56.12,2,8.81,55.88
3,8.85,1:04.88,1,8.91,1:04.65,5,8.81,1:05.05,4,8.80,1:04.92,2,8.90,1:04.78
3,9.25,1:14.13,2,9.21,1:13.86,3,9.08,1:14.13,1,8.84,1:13.76,5,9.56,1:14.34
4,9.67,1:23.805,2,9.44,1:23.30,3,9.22,1:23.35,1,8.91,1:22.67,5,10.52,1:24.864
