CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
2,12.55,12.55,3,12.58,12.58,4,12.82,12.82,1,12.53,12.53,5,12.92,12.92
2,9.71,22.26,3,9.76,22.34,4,9.57,22.39,1,9.63,22.16,5,9.58,22.50
1,9.43,31.69,3,9.55,31.89,4,9.60,31.99,2,9.63,31.79,5,9.62,32.12
3,9.48,41.17,2,9.28,41.17,5,9.30,41.29,1,9.21,41.00,4,9.13,41.25
4,9.40,50.57,2,9.16,50.33,5,9.32,50.61,1,9.24,50.24,3,9.18,50.43
4,9.21,59.78,2,9.26,59.59,5,9.29,59.90,1,9.31,59.55,3,9.28,59.71
3,9.13,1:08.91,1,9.08,1:08.67,4,9.05,1:08.95,2,9.33,1:08.88,5,9.35,1:09.06
2,9.03,1:17.94,1,9.16,1:17.83,3,9.14,1:18.09,4,9.59,1:18.47,5,9.59,1:18.65
2,9.26,1:27.192,1,9.28,1:27.101,3,9.19,1:27.272,4,9.82,1:28.283,5,9.83,1:28.474
