Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Vera KATSOV POSITION,Vera KATSOV LAP TIME,Vera KATSOV ELAPSED TIME
2,7.99,7.99,1,7.41,7.41,3,8.01,8.01,4,8.50,8.50
2,9.14,17.14,3,9.77,17.18,1,9.07,17.08,4,10.41,18.92
3,9.96,27.10,2,9.17,26.36,1,9.17,26.26,4,9.90,28.83
3,9.27,36.37,1,9.23,35.60,2,9.35,35.61,4,10.09,38.93
3,9.55,45.915,2,9.86,45.454,1,9.75,45.360,4,10.22,49.145
