START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,10.94,10.94,3,11.08,11.08,2,10.98,10.98,6,11.54,11.54,5,11.38,11.38,4,11.23,11.23,7,11.64,11.64,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
4,16.92,27.86,5,16.95,28.03,2,16.70,27.68,1,16.13,27.67,6,16.78,28.16,3,16.60,27.83,7,16.66,28.30,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
4,14.93,42.79,6,14.90,42.93,2,14.69,42.37,1,14.58,42.25,5,14.65,42.81,3,14.76,42.59,7,14.77,43.07,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
6,13.84,56.63,3,13.32,56.25,1,13.84,56.21,2,13.99,56.24,5,13.62,56.43,4,13.71,56.30,7,13.71,56.78,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
5,12.11,1:08.74,1,12.07,1:08.32,2,12.22,1:08.43,3,12.30,1:08.54,6,12.36,1:08.79,4,12.35,1:08.65,7,12.13,1:08.91,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
1,10.43,1:19.17,3,11.08,1:19.40,2,10.84,1:19.27,4,10.96,1:19.50,6,10.80,1:19.59,5,10.94,1:19.59,7,10.88,1:19.79,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
1,10.79,1:29.96,3,10.74,1:30.14,2,10.76,1:30.03,5,10.82,1:30.32,4,10.65,1:30.24,6,10.81,1:30.40,7,10.74,1:30.53,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
2,10.76,1:40.72,4,10.83,1:40.97,3,10.81,1:40.84,1,10.13,1:40.45,5,10.83,1:41.07,6,10.76,1:41.16,7,10.74,1:41.27,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
2,9.67,1:50.39,4,9.63,1:50.60,3,9.63,1:50.47,1,9.77,1:50.22,5,9.61,1:50.68,6,9.63,1:50.79,7,9.62,1:50.89,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
2,9.59,1:59.98,4,9.65,2:00.25,7,30.92,2:21.39,1,9.62,1:59.84,6,28.79,2:19.47,3,9.43,2:00.22,5,9.53,2:00.42,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
1,9.37,2:09.35,4,9.57,2:09.82,7,29.90,2:51.29,2,9.64,2:09.48,6,26.88,2:46.35,3,9.33,2:09.55,5,9.50,2:09.92,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
1,9.39,2:18.74,3,9.29,2:19.11,7,17.93,3:09.22,4,9.63,2:19.11,6,17.05,3:03.40,2,9.32,2:18.87,5,9.39,2:19.31,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
1,9.39,2:28.13,3,9.33,2:28.44,7,16.51,3:25.73,4,9.64,2:28.75,6,15.40,3:18.80,2,9.34,2:28.21,5,9.57,2:28.88,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
1,9.49,2:37.620,3,9.40,2:37.837,6,20.34,3:46.063,4,9.84,2:38.584,0,,PEN,2,9.50,2:37.704,5,9.91,2:38.785,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,w,Semifinals,3
