Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,Ylenia TOTA POSITION,Ylenia TOTA LAP TIME,Ylenia TOTA ELAPSED TIME,XIAO Han POSITION,XIAO Han LAP TIME,XIAO Han ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
2,13.81,13.81,3,13.97,13.97,1,13.71,13.71,4,14.09,14.09
2,10.99,24.80,3,10.93,24.90,1,10.97,24.68,4,10.90,24.99
2,10.44,35.24,4,10.49,35.39,1,10.41,35.09,3,10.32,35.31
2,9.79,45.03,4,9.96,45.35,1,9.82,44.91,3,9.82,45.13
2,9.94,54.97,4,9.83,55.18,1,9.94,54.85,3,9.93,55.06
2,10.04,1:05.01,4,10.02,1:05.20,1,10.05,1:04.90,3,10.04,1:05.10
2,10.11,1:15.12,4,10.14,1:15.34,1,10.10,1:15.00,3,10.14,1:15.24
2,10.04,1:25.16,4,9.99,1:25.33,1,10.02,1:25.02,3,10.01,1:25.25
2,10.03,1:35.186,4,10.14,1:35.463,1,10.10,1:35.120,3,10.02,1:35.267
