WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
1,6.74,6.74,3,6.95,6.95,2,6.86,6.86,4,7.08,7.08,5,7.25,7.25
1,8.57,15.31,3,8.82,15.77,2,8.65,15.51,4,8.80,15.88,5,8.71,15.96
1,8.11,23.42,3,8.10,23.87,2,8.20,23.71,4,8.17,24.05,5,8.19,24.15
1,8.22,31.64,2,8.12,31.99,3,8.30,32.01,4,8.35,32.40,5,8.27,32.42
1,8.37,40.01,2,8.27,40.26,3,8.59,40.60,5,8.77,41.17,4,8.65,41.07
