KIM Do Kyoum POSITION,KIM Do Kyoum LAP TIME,KIM Do Kyoum ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME
1,6.88,6.88,2,6.95,6.95,4,7.17,7.17,3,7.06,7.06,5,7.26,7.26
1,8.81,15.69,2,8.88,15.83,4,8.83,16.00,3,8.87,15.93,5,8.79,16.05
1,8.35,24.04,2,8.35,24.18,4,8.34,24.34,3,8.33,24.26,5,8.36,24.41
1,8.41,32.45,2,8.41,32.59,5,8.46,32.80,3,8.42,32.68,4,8.33,32.74
1,8.52,40.97,2,8.54,41.13,5,8.56,41.361,3,8.53,41.211,4,8.61,41.359
