Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,Louise MILESI POSITION,Louise MILESI LAP TIME,Louise MILESI ELAPSED TIME
1,7.60,7.60,2,7.71,7.71,3,7.95,7.95,4,8.08,8.08
1,9.81,17.41,2,9.79,17.50,3,9.72,17.67,4,9.89,17.97
2,9.34,26.75,1,9.20,26.70,3,9.28,26.95,4,9.37,27.34
3,9.71,36.46,1,9.58,36.28,2,9.48,36.43,4,9.61,36.95
2,9.61,46.07,1,9.69,45.97,3,9.87,46.30,4,9.96,46.911
